entity_relation_ids,memory_bank,entity_triple_counts,history_response,corrupt_entity,original_entity,hallucination_tags,data_id
"[0, 0, 0, 0, 0, 13979, 13979, 0, 17814, 17814, 17814, 0, 5285, 5285, 5285, 5285, 5285, 5285, 5285, 5285, 0, 13979, 13979, 0, 17814, 17814, 17814, 0, 6756, 6756, 6756, 6756, 6756, 0, 13979, 13979, 0, 17811, 0, 17408, 17408, 17408, 17408, 17408, 17408, 17408, 17408, 17408, 0, 13979, 13979, 0, 17811, 0, 13539, 13539, 13539, 13539, 13539, 0, 0, 0, 0, 0, 0, 0, 13979, 0, 0, 0, 0, 0, 0, 0, 0]","[[13979, 17814, 5285], [13979, 17814, 6756], [13979, 17811, 17408], [13979, 17811, 13539]]",{13979: 944},Given the knowledge: japan<sep> country of origin<sep> ponyo on the cliff by the sea<triple> japan<sep> country of origin<sep> fist of the north star<triple> japan<sep> country<sep> japan academy prize for director of the year<triple> japan<sep> country<sep> imperial house of japan Text to check:The Empire of Japan participated in the World War II.,['World War II'],['Second Sino-Japanese War'],1,2768
"[0, 0, 0, 0, 0, 1120, 1120, 1120, 1120, 1120, 1120, 0, 17785, 17785, 0, 8122, 8122, 8122, 8122, 8122, 8122, 0, 1120, 1120, 1120, 1120, 1120, 1120, 0, 17831, 0, 10273, 10273, 0, 1120, 1120, 1120, 1120, 1120, 1120, 0, 17831, 0, 4436, 4436, 4436, 0, 1120, 1120, 1120, 1120, 1120, 1120, 0, 17851, 17851, 0, 836, 836, 836, 0, 1120, 1120, 1120, 1120, 1120, 1120, 0, 17949, 17949, 17949, 0, 13548, 13548, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1120, 1120, 1120, 1120, 1120, 0, 0]","[[1120, 17785, 8122], [1120, 17831, 10273], [1120, 17831, 4436], [1120, 17851, 836], [1120, 17949, 13548]]",{1120: 30},Given the knowledge: fred zinnemann<sep> cast member<sep> all quiet on the western front<triple> fred zinnemann<sep> director<sep> high noon<triple> fred zinnemann<sep> director<sep> oklahoma!<triple> fred zinnemann<sep> ethnic group<sep> jewish people<triple> fred zinnemann<sep> manner of death<sep> natural causes Text to check:All Quiet on the Western Front cast Fred Zinnemann.,[],['All Quiet on the Western Front'],0,1943
"[0, 0, 0, 0, 0, 360, 360, 360, 360, 0, 17884, 17884, 0, 14076, 14076, 0, 360, 360, 360, 360, 0, 18079, 0, 14096, 14096, 14096, 14096, 0, 360, 360, 360, 360, 0, 18079, 0, 14096, 14096, 14096, 14096, 0, 360, 360, 360, 360, 0, 18020, 18020, 18020, 0, 14436, 14436, 14436, 0, 360, 360, 360, 360, 0, 17813, 17813, 17813, 0, 17727, 17727, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[360, 17884, 14076], [360, 18079, 14096], [360, 18079, 14096], [360, 18020, 14436], [360, 17813, 17727]]",{360: 9},Given the knowledge: alex kingston<sep> given name<sep> elizabeth<triple> alex kingston<sep> spouse<sep> ralph fiennes<triple> alex kingston<sep> spouse<sep> ralph fiennes<triple> alex kingston<sep> place of birth<sep> epsom<triple> alex kingston<sep> country of citizenship<sep> united kingdom Text to check:Alex Kingston is married to River Phoenix.,['River Phoenix'],['Ralph Fiennes'],1,2317
"[0, 0, 0, 0, 0, 1819, 1819, 0, 17764, 17764, 17764, 0, 775, 775, 775, 775, 0, 1819, 1819, 0, 18066, 18066, 18066, 0, 3747, 3747, 0, 1819, 1819, 0, 18066, 18066, 18066, 0, 3747, 3747, 0, 1819, 1819, 0, 18066, 18066, 18066, 0, 11500, 11500, 11500, 0, 1819, 1819, 0, 18066, 18066, 18066, 0, 11500, 11500, 11500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1819, 1819, 0, 0]","[[1819, 17764, 775], [1819, 18066, 3747], [1819, 18066, 3747], [1819, 18066, 11500], [1819, 18066, 11500]]","{6913: 7, 1819: 197}",Given the knowledge: new jersey<sep> applies to jurisdiction<sep> governor of new jersey<triple> new jersey<sep> shares border with<sep> pennsylvania<triple> new jersey<sep> shares border with<sep> pennsylvania<triple> new jersey<sep> shares border with<sep> new york<triple> new jersey<sep> shares border with<sep> new york Text to check:Plainfield is in Union in New Jersey.,['Union'],['Union County'],1,3075
"[0, 0, 0, 0, 0, 16837, 16837, 16837, 16837, 16837, 0, 18051, 0, 9334, 9334, 9334, 0, 16837, 16837, 16837, 16837, 16837, 0, 17773, 17773, 0, 11899, 11899, 11899, 11899, 0, 16837, 16837, 16837, 16837, 16837, 0, 17773, 17773, 0, 8684, 8684, 8684, 8684, 8684, 0, 16837, 16837, 16837, 16837, 16837, 0, 17790, 0, 12709, 12709, 12709, 12709, 12709, 12709, 0, 16837, 16837, 16837, 16837, 16837, 0, 17790, 0, 10097, 10097, 10097, 10097, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12709, 12709, 12709, 12709, 12709, 0, 0, 0, 0]","[[16837, 18051, 9334], [16837, 17773, 11899], [16837, 17773, 8684], [16837, 17790, 12709], [16837, 17790, 10097]]",{16837: 27},Given the knowledge: liza minnelli<sep> religion<sep> episcopal church<triple> liza minnelli<sep> award received<sep> 45th academy awards<triple> liza minnelli<sep> award received<sep> primetime emmy award<triple> liza minnelli<sep> child<sep> vincente minnelli<triple> liza minnelli<sep> child<sep> judy garland Text to check:Liza Minnelli is Vincente Minnelli's child.,[],['Liza Minnelli'],0,201
"[0, 0, 0, 0, 0, 2089, 2089, 2089, 2089, 0, 17848, 17848, 0, 14478, 14478, 14478, 14478, 14478, 0, 2089, 2089, 2089, 2089, 0, 18020, 18020, 18020, 0, 15315, 15315, 0, 2089, 2089, 2089, 2089, 0, 17813, 17813, 17813, 0, 10881, 10881, 10881, 10881, 10881, 0, 2089, 2089, 2089, 2089, 0, 17956, 17956, 17956, 17956, 0, 2262, 2262, 0, 2089, 2089, 2089, 2089, 0, 18114, 18114, 0, 5394, 5394, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[2089, 17848, 14478], [2089, 18020, 15315], [2089, 17813, 10881], [2089, 17956, 2262], [2089, 18114, 5394]]",{2089: 7},Given the knowledge: brian jones<sep> educated at<sep> san diego state university<triple> brian jones<sep> place of birth<sep> austin<triple> brian jones<sep> country of citizenship<sep> united states of america<triple> brian jones<sep> member of political party<sep> republican party<triple> brian jones<sep> work location<sep> sacramento Text to check:Brian Jones is famous for kazoo.,[],['Brian Jones'],0,1511
"[0, 0, 0, 0, 0, 11183, 11183, 11183, 11183, 11183, 11183, 0, 17785, 17785, 0, 5, 5, 5, 5, 5, 5, 5, 0, 11183, 11183, 11183, 11183, 11183, 11183, 0, 17785, 17785, 0, 275, 275, 275, 275, 275, 0, 11183, 11183, 11183, 11183, 11183, 11183, 0, 17848, 17848, 0, 14512, 14512, 14512, 14512, 0, 11183, 11183, 11183, 11183, 11183, 11183, 0, 18020, 18020, 18020, 0, 12899, 12899, 0, 11183, 11183, 11183, 11183, 11183, 11183, 0, 17785, 17785, 0, 3722, 3722, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[11183, 17785, 5], [11183, 17785, 275], [11183, 17848, 14512], [11183, 18020, 12899], [11183, 17785, 3722]]",{11183: 14},"Given the knowledge: dylan mcdermott<sep> cast member<sep> the perks of being a wallflower<triple> dylan mcdermott<sep> cast member<sep> miracle on 34th street<triple> dylan mcdermott<sep> educated at<sep> fordham university<triple> dylan mcdermott<sep> place of birth<sep> waterbury<triple> dylan mcdermott<sep> cast member<sep> the practice Text to check:Dylan McDermott is part of the cast of Twister, which also had a role in American Horror Story.",[],['Dylan McDermott'],0,2582
"[0, 0, 0, 0, 0, 1764, 1764, 0, 18004, 18004, 0, 274, 274, 274, 274, 274, 274, 0, 1764, 1764, 0, 18004, 18004, 0, 8102, 8102, 8102, 8102, 8102, 0, 1764, 1764, 0, 17837, 0, 6532, 6532, 0, 1764, 1764, 0, 18004, 18004, 0, 1751, 1751, 1751, 1751, 0, 1764, 1764, 0, 17837, 0, 5886, 5886, 5886, 5886, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1764, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[1764, 18004, 274], [1764, 18004, 8102], [1764, 17837, 6532], [1764, 18004, 1751], [1764, 17837, 5886]]",{1764: 105},Given the knowledge: cbs<sep> original network<sep> in the heat of the night<triple> cbs<sep> original network<sep> the cat in the hat<triple> cbs<sep> distributor<sep> the gift<triple> cbs<sep> original network<sep> planet of the apes<triple> cbs<sep> distributor<sep> a streetcar named desire Text to check:The Family Man is the movie that CBS originally aired and has Ed Asner in the cast.,[],['The Family Man'],0,3203
"[0, 0, 0, 0, 0, 3754, 3754, 0, 18066, 18066, 18066, 0, 4804, 4804, 0, 3754, 3754, 0, 18055, 0, 8608, 8608, 8608, 8608, 8608, 0, 3754, 3754, 0, 18055, 0, 142, 142, 142, 142, 142, 0, 3754, 3754, 0, 17811, 0, 10881, 10881, 10881, 10881, 10881, 0, 3754, 3754, 0, 17935, 17935, 17935, 17935, 17935, 17935, 0, 3064, 3064, 3064, 0, 0, 0, 0, 0, 0, 0, 0, 142, 142, 0, 3754, 0, 0, 0, 0, 0, 0]","[[3754, 18066, 4804], [3754, 18055, 8608], [3754, 18055, 142], [3754, 17811, 10881], [3754, 17935, 3064]]","{142: 28, 3754: 35}",Given the knowledge: berkeley<sep> shares border with<sep> oakland<triple> berkeley<sep> residence<sep> michael chabon<triple> berkeley<sep> residence<sep> richard pryor<triple> berkeley<sep> country<sep> united states of america<triple> berkeley<sep> located in the administrative territorial entity<sep> alameda county Text to check:The agent that discovered Richard Pryor at Berkeley is Todd McFarlane.,[],['Todd McFarlane'],0,1053
"[0, 0, 0, 0, 0, 11555, 11555, 11555, 11555, 0, 17848, 17848, 0, 6143, 6143, 6143, 6143, 6143, 0, 11555, 11555, 11555, 11555, 0, 18034, 0, 3527, 3527, 0, 11555, 11555, 11555, 11555, 0, 17815, 0, 3527, 3527, 0, 11555, 11555, 11555, 11555, 0, 17914, 17914, 0, 4861, 4861, 4861, 4861, 4861, 4861, 0, 11555, 11555, 11555, 11555, 0, 17914, 17914, 0, 9926, 9926, 9926, 9926, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[11555, 17848, 6143], [11555, 18034, 3527], [11555, 17815, 3527], [11555, 17914, 4861], [11555, 17914, 9926]]",{11555: 31},Given the knowledge: john grisham<sep> educated at<sep> mississippi state university<triple> john grisham<sep> producer<sep> the firm<triple> john grisham<sep> creator<sep> the firm<triple> john grisham<sep> influenced by<sep> william faulkner<triple> john grisham<sep> influenced by<sep> john steinbeck Text to check:John Grisham created the visual artwork shot in Memphis.,[],['John Grisham'],0,302
"[0, 0, 0, 0, 0, 4590, 0, 17973, 17973, 0, 12346, 12346, 12346, 12346, 0, 4590, 0, 17991, 17991, 0, 5707, 5707, 5707, 5707, 5707, 0, 4590, 0, 17973, 17973, 0, 2707, 2707, 2707, 2707, 2707, 2707, 2707, 0, 4590, 0, 18003, 18003, 18003, 18003, 18003, 18003, 18003, 0, 8575, 8575, 8575, 8575, 8575, 8575, 8575, 8575, 8575, 8575, 8575, 0, 4590, 0, 18003, 18003, 18003, 18003, 18003, 18003, 18003, 0, 13108, 13108, 13108, 13108, 13108, 13108, 13108, 13108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4590, 0, 0, 0, 0]","[[4590, 17973, 12346], [4590, 17991, 5707], [4590, 17973, 2707], [4590, 18003, 8575], [4590, 18003, 13108]]","{9481: 4, 4590: 6162}",Given the knowledge: english<sep> native language<sep> paul epworth<triple> english<sep> official language<sep> union of south africa<triple> english<sep> native language<sep> darren aronofsky<triple> english<sep> original language of film or tv show<sep> indiana jones and the kingdom of the crystal skull<triple> english<sep> original language of film or tv show<sep> pat garrett and billy the kid Text to check:Phil Collinson and Catherine Tate belong to the English ethnic group.,['English'],['White British'],1,3378
"[0, 0, 0, 0, 0, 3272, 3272, 0, 17970, 17970, 0, 14405, 14405, 14405, 14405, 14405, 0, 3272, 3272, 0, 17970, 17970, 0, 5535, 5535, 5535, 5535, 5535, 0, 3272, 3272, 0, 17970, 17970, 0, 14453, 14453, 14453, 14453, 14453, 14453, 14453, 14453, 14453, 14453, 14453, 0, 3272, 3272, 0, 17970, 17970, 0, 1762, 1762, 1762, 1762, 1762, 1762, 1762, 1762, 1762, 1762, 1762, 1762, 1762, 1762, 1762, 0, 3272, 3272, 0, 17802, 17802, 17802, 17802, 0, 5380, 5380, 5380, 5380, 5380, 5380, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3272, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[3272, 17970, 14405], [3272, 17970, 5535], [3272, 17970, 14453], [3272, 17970, 1762], [3272, 17802, 5380]]",{3272: 246},"Given the knowledge: england<sep> narrative location<sep> the remains of the day<triple> england<sep> narrative location<sep> a room with a view<triple> england<sep> narrative location<sep> harry potter and the order of the phoenix<triple> england<sep> narrative location<sep> wallace & gromit: the curse of the were-rabbit<triple> england<sep> contains administrative territorial entity<sep> kingdom of great britain Text to check:Middlesex is the historic county in England that is the source of the name Middlesex County, with its capital being Middletown, and shares a border with Buckinghamshire.",[],['Middlesex'],0,2002
"[0, 0, 0, 0, 0, 2437, 2437, 2437, 2437, 0, 17955, 17955, 0, 11813, 11813, 11813, 11813, 0, 2437, 2437, 2437, 2437, 0, 18020, 18020, 18020, 0, 1254, 1254, 1254, 1254, 0, 2437, 2437, 2437, 2437, 0, 17813, 17813, 17813, 0, 17727, 17727, 0, 2437, 2437, 2437, 2437, 0, 17860, 17860, 0, 13221, 13221, 0, 2437, 2437, 2437, 2437, 0, 17984, 0, 5575, 5575, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[2437, 17955, 11813], [2437, 18020, 1254], [2437, 17813, 17727], [2437, 17860, 13221], [2437, 17984, 5575]]",{2437: 42},Given the knowledge: steven wilson<sep> member of<sep> porcupine tree<triple> steven wilson<sep> place of birth<sep> hemel hempstead<triple> steven wilson<sep> country of citizenship<sep> united kingdom<triple> steven wilson<sep> famous people<sep> pop music<triple> steven wilson<sep> occupation<sep> audio engineer Text to check:Steven Wilson is the person who is famous for rock music which is the genre of Tangerine Dream.,[],['Steven Wilson'],0,802
